,itemsets,counts
4859,"frozenset({'day', 'aug'})",2
8581,"frozenset({'video', 'please'})",2
1096,"frozenset({'make', 'like'})",2
13759,"frozenset({'share', 'everyone'})",2
10577,"frozenset({'great', 'america'})",2
1093,"frozenset({'health', 'give'})",2
1089,"frozenset({'use', 'say'})",2
1088,"frozenset({'make', 'use'})",2
1081,"frozenset({'cain', 'herman'})",2
1514,"frozenset({'use', 'hydroxychloroquine'})",2
1521,"frozenset({'year', 'could'})",2
1524,"frozenset({'line', 'front'})",2
5144,"frozenset({'today', 'trump'})",2
1133,"frozenset({'mask', 'die'})",2
1498,"frozenset({'go', 'country'})",2
1134,"frozenset({'wear', 'die'})",2
1452,"frozenset({'safe', 'school'})",2
1455,"frozenset({'due', 'news'})",2
7009,"frozenset({'one', 'protect'})",2
5214,"frozenset({'earlyvoting', 'count'})",2
1457,"frozenset({'due', 'many'})",2
10507,"frozenset({'great', 'state'})",2
13756,"frozenset({'share', 'thank'})",2
10509,"frozenset({'emergency', 'state'})",2
3517,"frozenset({'disease', 'infectious'})",2
1464,"frozenset({'positive', 'member'})",2
1152,"frozenset({'family', 'die'})",2
1476,"frozenset({'mask', 'refuse'})",2
10539,"frozenset({'increase', 'see'})",2
1488,"frozenset({'data', 'report'})",2
1145,"frozenset({'wear', 'know'})",2
1491,"frozenset({'care', 'child'})",2
1137,"frozenset({'die', 'anyone'})",2
13184,"frozenset({'begin', 'trial'})",2
5496,"frozenset({'early', 'eod'})",2
1616,"frozenset({'state', 'health'})",2
6247,"frozenset({'president', 'die'})",2
6273,"frozenset({'union', 'amitshah'})",2
6272,"frozenset({'union', 'home'})",2
6271,"frozenset({'union', 'minister'})",2
6270,"frozenset({'amitshah', 'minister'})",2
6269,"frozenset({'home', 'minister'})",2
6263,"frozenset({'karnataka', 'cm'})",2
6261,"frozenset({'karnataka', 'minister'})",2
6260,"frozenset({'karnataka', 'positive'})",2
2100,"frozenset({'man', 'woman'})",2
2103,"frozenset({'child', 'woman'})",2
2105,"frozenset({'mask', 'woman'})",2
9336,"frozenset({'mask', 'school'})",2
5572,"frozenset({'discharge', 'total'})",2
9338,"frozenset({'work', 'see'})",2
9342,"frozenset({'today', 'work'})",2
1618,"frozenset({'mask', 'state'})",2
6230,"frozenset({'every', 'single'})",2
5588,"frozenset({'healthy', 'stay'})",2
5590,"frozenset({'positive', 'governor'})",2
5591,"frozenset({'ohio', 'governor'})",2
5594,"frozenset({'need', 'work'})",2
5598,"frozenset({'health', 'system'})",2
5603,"frozenset({'teacher', 'student'})",2
9916,"frozenset({'please', 'tell'})",2
9905,"frozenset({'mask', 'global'})",2
6185,"frozenset({'hoax', 'call'})",2
6183,"frozenset({'virus', 'hoax'})",2
6179,"frozenset({'hoax', 'trump'})",2
9899,"frozenset({'back', 'time'})",2
5632,"frozenset({'due', 'day'})",2
6274,"frozenset({'away', 'take'})",2
6281,"frozenset({'karnataka', 'chief'})",2
5549,"frozenset({'india', 'fatality'})",2
6289,"frozenset({'pop', 'report'})",2
5486,"frozenset({'able', 'nov'})",2
5487,"frozenset({'nov', 'count'})",2
5488,"frozenset({'person', 'nov'})",2
6362,"frozenset({'amitshah', 'ji'})",2
5489,"frozenset({'nov', 'early'})",2
5490,"frozenset({'nov', 'eod'})",2
5491,"frozenset({'willing', 'eod'})",2
5492,"frozenset({'earlyvoting', 'eod'})",2
5493,"frozenset({'able', 'eod'})",2
5494,"frozenset({'count', 'eod'})",2
5495,"frozenset({'person', 'eod'})",2
5497,"frozenset({'voti', 'eod'})",2
5498,"frozenset({'voti', 'nov'})",2
5499,"frozenset({'voti', 'willing'})",2
5500,"frozenset({'voti', 'early'})",2
6349,"frozenset({'step', 'take'})",2
5501,"frozenset({'earlyvoting', 'voti'})",2
5502,"frozenset({'able', 'voti'})",2
5503,"frozenset({'person', 'voti'})",2
6335,"frozenset({'one', 'week'})",2
10001,"frozenset({'july', 'state'})",2
13275,"frozenset({'provide', 'government'})",2
9278,"frozenset({'mask', 'data'})",2
6317,"frozenset({'shah', 'amit'})",2
9297,"frozenset({'mask', 'time'})",2
5540,"frozenset({'care', 'trump'})",2
6300,"frozenset({'speedy', 'positive'})",2
6296,"frozenset({'recovery', 'positive'})",2
6291,"frozenset({'ship', 'cruise'})",2
9889,"frozenset({'today', 'say'})",2
9413,"frozenset({'see', 'mass'})",2
9887,"frozenset({'time', 'say'})",2
9569,"frozenset({'home', 'kid'})",2
9572,"frozenset({'mask', 'kid'})",2
9576,"frozenset({'live', 'watch'})",2
9578,"frozenset({'please', 'watch'})",2
5986,"frozenset({'community', 'support'})",2
9582,"frozenset({'day', 'watch'})",2
9584,"frozenset({'let', 'school'})",2
5977,"frozenset({'one', 'many'})",2
12907,"frozenset({'must', 'protect'})",2
5971,"frozenset({'one', 'two'})",2
5784,"frozenset({'conduct', 'india'})",2
9763,"frozenset({'virus', 'today'})",2
5788,"frozenset({'report', 'monday'})",2
2594,"frozenset({'die', 'golf'})",2
9611,"frozenset({'late', 'news'})",2
9622,"frozenset({'begin', 'end'})",2
5817,"frozenset({'india', 'coronavirusindia'})",2
9639,"frozenset({'today', 'well'})",2
5921,"frozenset({'make', 'time'})",2
5920,"frozenset({'response', 'realdonaldtrump'})",2
2465,"frozenset({'dhscgovuk', 'realdonaldtrump'})",2
9643,"frozenset({'would', 'please'})",2
9644,"frozenset({'would', 'realdonaldtrump'})",2
9650,"frozenset({'vaccine', 'begin'})",2
9717,"frozenset({'kill', 'trump'})",2
5888,"frozenset({'due', 'close'})",2
9678,"frozenset({'mask', 'would'})",2
9679,"frozenset({'wear', 'would'})",2
5857,"frozenset({'first', 'country'})",2
5860,"frozenset({'vaccine', 'know'})",2
9571,"frozenset({'back', 'kid'})",2
6002,"frozenset({'say', 'country'})",2
9886,"frozenset({'home', 'say'})",2
6003,"frozenset({'vaccine', 'country'})",2
9885,"frozenset({'news', 'say'})",2
9883,"frozenset({'mask', 'news'})",2
6158,"frozenset({'cause', 'trump'})",2
9422,"frozenset({'protester', 'news'})",2
9880,"frozenset({'say', 'hoax'})",2
6153,"frozenset({'anyone', 'else'})",2
9432,"frozenset({'spread', 'day'})",2
6137,"frozenset({'mike', 'penny'})",2
9869,"frozenset({'never', 'see'})",2
9444,"frozenset({'time', 'last'})",2
6128,"frozenset({'eid', 'may'})",2
9457,"frozenset({'spread', 'protest'})",2
9857,"frozenset({'say', 'never'})",2
9855,"frozenset({'mask', 'alert'})",2
5679,"frozenset({'ohio', 'positive'})",2
9844,"frozenset({'one', 'today'})",2
5688,"frozenset({'chief', 'say'})",2
9842,"frozenset({'one', 'see'})",2
6090,"frozenset({'face', 'shield'})",2
9493,"frozenset({'study', 'health'})",2
6061,"frozenset({'crisis', 'health'})",2
9519,"frozenset({'like', 'life'})",2
9536,"frozenset({'space', 'close'})",2
6025,"frozenset({'australia', 'victoria'})",2
5752,"frozenset({'ugandanews', 'chimpreportsnews'})",2
5759,"frozenset({'school', 'start'})",2
2627,"frozenset({'others', 'protect'})",2
6005,"frozenset({'today', 'aug'})",2
2375,"frozenset({'brother', 'go'})",2
5485,"frozenset({'nov', 'willing'})",2
5484,"frozenset({'earlyvoting', 'nov'})",2
5483,"frozenset({'early', 'willing'})",2
5288,"frozenset({'virus', 'yan'})",2
13553,"frozenset({'need', 'even'})",2
1725,"frozenset({'app', 'help'})",2
5302,"frozenset({'virus', 'whistleblower'})",2
5303,"frozenset({'dr', 'whistleblower'})",2
5304,"frozenset({'kamalaharris', 'joebiden'})",2
1737,"frozenset({'president', 'realdonaldtrump'})",2
5313,"frozenset({'dr', 'lab'})",2
5314,"frozenset({'virus', 'lab'})",2
1747,"frozenset({'make', 'change'})",2
5318,"frozenset({'dr', 'bat'})",2
5319,"frozenset({'bat', 'lab'})",2
5320,"frozenset({'virus', 'bat'})",2
5322,"frozenset({'modify', 'lab'})",2
5323,"frozenset({'dr', 'modify'})",2
5324,"frozenset({'bat', 'modify'})",2
5325,"frozenset({'virus', 'modify'})",2
5327,"frozenset({'modify', 'whistleblower'})",2
5328,"frozenset({'lab', 'whistleblower'})",2
5329,"frozenset({'bat', 'whistleblower'})",2
12259,"frozenset({'officer', 'health'})",2
3062,"frozenset({'high', 'level'})",2
5331,"frozenset({'earlyvoting', 'early'})",2
5332,"frozenset({'early', 'count'})",2
5333,"frozenset({'pass', 'away'})",2
1770,"frozenset({'first', 'since'})",2
10132,"frozenset({'home', 'day'})",2
1772,"frozenset({'july', 'last'})",2
12267,"frozenset({'news', 'cbc'})",2
10129,"frozenset({'home', 'go'})",2
6606,"frozenset({'wearamask', 'challenge'})",2
5287,"frozenset({'bat', 'yan'})",2
1781,"frozenset({'lie', 'realdonaldtrump'})",2
5286,"frozenset({'dr', 'yan'})",2
10199,"frozenset({'mask', 'let'})",2
8991,"frozenset({'mask', 'shop'})",2
1651,"frozenset({'webinar', 'et'})",2
1654,"frozenset({'immune', 'system'})",2
8998,"frozenset({'wear', 'shop'})",2
10182,"frozenset({'keep', 'everyone'})",2
13601,"frozenset({'million', 'trump'})",2
13600,"frozenset({'american', 'million'})",2
1667,"frozenset({'mask', 'everyone'})",2
1676,"frozenset({'rate', 'per'})",2
1678,"frozenset({'million', 'job'})",2
6634,"frozenset({'week', 'start'})",2
1681,"frozenset({'soon', 'sir'})",2
1682,"frozenset({'sir', 'well'})",2
6628,"frozenset({'due', 'lose'})",2
5275,"frozenset({'limeng', 'whistleblower'})",2
5276,"frozenset({'limeng', 'modify'})",2
5277,"frozenset({'limeng', 'lab'})",2
5278,"frozenset({'dr', 'limeng'})",2
6620,"frozenset({'part', 'take'})",2
5279,"frozenset({'bat', 'limeng'})",2
5280,"frozenset({'virus', 'limeng'})",2
5282,"frozenset({'limeng', 'yan'})",2
13570,"frozenset({'order', 'health'})",2
5283,"frozenset({'whistleblower', 'yan'})",2
5284,"frozenset({'modify', 'yan'})",2
13567,"frozenset({'order', 'state'})",2
5285,"frozenset({'lab', 'yan'})",2
12214,"frozenset({'rally', 'trump'})",2
1778,"frozenset({'think', 'die'})",2
1782,"frozenset({'mask', 'every'})",2
5482,"frozenset({'willing', 'count'})",2
6424,"frozenset({'app', 'alert'})",2
5457,"frozenset({'past', 'hour'})",2
5458,"frozenset({'voting', 'eod'})",2
5459,"frozenset({'nov', 'voting'})",2
5460,"frozenset({'willing', 'voting'})",2
5461,"frozenset({'early', 'voting'})",2
6404,"frozenset({'app', 'canada'})",2
5462,"frozenset({'earlyvoting', 'voting'})",2
5463,"frozenset({'able', 'voting'})",2
5464,"frozenset({'count', 'voting'})",2
5465,"frozenset({'person', 'voting'})",2
6399,"frozenset({'join', 'august'})",2
6398,"frozenset({'healthy', 'safe'})",2
6396,"frozenset({'report', 'friday'})",2
9225,"frozenset({'update', 'record'})",2
5468,"frozenset({'lakh', 'hour'})",2
6391,"frozenset({'jim', 'jordan'})",2
5471,"frozenset({'think', 'need'})",2
5472,"frozenset({'need', 'call'})",2
5473,"frozenset({'hospital', 'call'})",2
6384,"frozenset({'update', 'week'})",2
13329,"frozenset({'safe', 'wear'})",2
6378,"frozenset({'georgia', 'camp'})",2
5477,"frozenset({'voti', 'count'})",2
5478,"frozenset({'person', 'early'})",2
6374,"frozenset({'pop', 'aug'})",2
5479,"frozenset({'earlyvoting', 'willing'})",2
5480,"frozenset({'able', 'willing'})",2
6371,"frozenset({'home', 'amitshah'})",2
5481,"frozenset({'person', 'willing'})",2
5446,"frozenset({'able', 'early'})",2
6432,"frozenset({'vaccine', 'fauci'})",2
1784,"frozenset({'one', 'every'})",2
6435,"frozenset({'st', 'august'})",2
5339,"frozenset({'plasma', 'call'})",2
1790,"frozenset({'post', 'world'})",2
1791,"frozenset({'change', 'world'})",2
1795,"frozenset({'protect', 'health'})",2
1799,"frozenset({'confirm', 'recovery'})",2
1813,"frozenset({'tweet', 'realdonaldtrump'})",2
5361,"frozenset({'call', 'recover'})",2
1816,"frozenset({'risk', 'health'})",2
1818,"frozenset({'unlock', 'guideline'})",2
1823,"frozenset({'week', 'ago'})",2
10094,"frozenset({'news', 'health'})",2
5376,"frozenset({'india', 'toll'})",2
5384,"frozenset({'need', 'recover'})",2
5385,"frozenset({'hospital', 'recover'})",2
10085,"frozenset({'luck', 'good'})",2
9154,"frozenset({'county', 'health'})",2
9155,"frozenset({'county', 'today'})",2
6485,"frozenset({'one', 'realdonaldtrump'})",2
6482,"frozenset({'berlin', 'protest'})",2
12346,"frozenset({'though', 'even'})",2
6466,"frozenset({'live', 'go'})",2
9172,"frozenset({'bed', 'hospital'})",2
6463,"frozenset({'need', 'community'})",2
6461,"frozenset({'one', 'first'})",2
6450,"frozenset({'friend', 'family'})",2
5427,"frozenset({'number', 'last'})",2
6440,"frozenset({'season', 'mlb'})",2
13387,"frozenset({'rise', 'total'})",2
5434,"frozenset({'india', 'th'})",2
7189,"frozenset({'moment', 'take'})",2
1258,"frozenset({'help', 'fight'})",2
3912,"frozenset({'vaccine', 'work'})",2
7690,"frozenset({'die', 'want'})",2
379,"frozenset({'top', 'million'})",2
11041,"frozenset({'keep', 'work'})",2
377,"frozenset({'go', 'tell'})",2
3771,"frozenset({'vaccine', 'putin'})",2
7686,"frozenset({'home', 'want'})",2
10760,"frozenset({'stop', 'need'})",2
7688,"frozenset({'back', 'want'})",2
10757,"frozenset({'stop', 'die'})",2
380,"frozenset({'top', 'number'})",2
4349,"frozenset({'care', 'die'})",2
358,"frozenset({'report', 'local'})",2
7695,"frozenset({'die', 'take'})",2
348,"frozenset({'number', 'million'})",2
3762,"frozenset({'russia', 'develop'})",2
338,"frozenset({'spike', 'lakh'})",2
334,"frozenset({'india', 'fresh'})",2
3772,"frozenset({'russia', 'putin'})",2
7316,"frozenset({'year', 'take'})",2
3793,"frozenset({'russia', 'approve'})",2
14295,"frozenset({'track', 'care'})",2
431,"frozenset({'amid', 'gracepoint'})",2
429,"frozenset({'high', 'total'})",2
8335,"frozenset({'show', 'percentage'})",2
424,"frozenset({'use', 'need'})",2
4080,"frozenset({'lockdown', 'auckland'})",2
414,"frozenset({'cross', 'last'})",2
413,"frozenset({'cross', 'day'})",2
411,"frozenset({'spike', 'cross'})",2
7317,"frozenset({'year', 'time'})",2
4083,"frozenset({'day', 'auckland'})",2
406,"frozenset({'rate', 'infection'})",2
7325,"frozenset({'two', 'last'})",2
392,"frozenset({'everyone', 'know'})",2
389,"frozenset({'keep', 'go'})",2
8347,"frozenset({'help', 'prevent'})",2
7318,"frozenset({'number', 'american'})",2
4655,"frozenset({'university', 'student'})",2
4656,"frozenset({'positive', 'university'})",2
8368,"frozenset({'face', 'cloth'})",2
4691,"frozenset({'news', 'day'})",2
221,"frozenset({'spike', 'positive'})",2
4684,"frozenset({'positive', 'student'})",2
4686,"frozenset({'university', 'alabama'})",2
4687,"frozenset({'student', 'alabama'})",2
4688,"frozenset({'positive', 'alabama'})",2
4689,"frozenset({'update', 'cdc'})",2
180,"frozenset({'mp', 'positive'})",2
151,"frozenset({'active', 'recover'})",2
324,"frozenset({'old', 'die'})",2
136,"frozenset({'single', 'positive'})",2
122,"frozenset({'old', 'man'})",2
3714,"frozenset({'level', 'auckland'})",2
3713,"frozenset({'day', 'level'})",2
4177,"frozenset({'high', 'last'})",2
4178,"frozenset({'day', 'community'})",2
106,"frozenset({'report', 'suspect'})",2
229,"frozenset({'confirm', 'number'})",2
7752,"frozenset({'man', 'child'})",2
4305,"frozenset({'sturgis', 'rally'})",2
246,"frozenset({'rate', 'increase'})",2
7985,"frozenset({'realdonaldtrump', 'take'})",2
311,"frozenset({'caput', 'per'})",2
7983,"frozenset({'see', 'take'})",2
7278,"frozenset({'measure', 'government'})",2
7969,"frozenset({'mask', 'anyone'})",2
289,"frozenset({'spike', 'mark'})",2
11071,"frozenset({'two', 'say'})",2
277,"frozenset({'patient', 'positive'})",2
274,"frozenset({'low', 'number'})",2
268,"frozenset({'year', 'go'})",2
267,"frozenset({'day', 'see'})",2
266,"frozenset({'india', 'indiafightscorona'})",2
265,"frozenset({'india', 'daily'})",2
264,"frozenset({'thread', 'read'})",2
7743,"frozenset({'mask', 'man'})",2
433,"frozenset({'wemerry', 'gracepoint'})",2
441,"frozenset({'quarantine', 'uk'})",2
4180,"frozenset({'without', 'community'})",2
7418,"frozenset({'govuk', 'realdonaldtrump'})",2
7429,"frozenset({'lockdown', 'back'})",2
8116,"frozenset({'force', 'business'})",2
4563,"frozenset({'india', 'state'})",2
4437,"frozenset({'bill', 'gate'})",2
3861,"frozenset({'president', 'say'})",2
3997,"frozenset({'mark', 'last'})",2
1,"frozenset({'need', 'take'})",2
7417,"frozenset({'dhscgovuk', 'govuk'})",2
8245,"frozenset({'show', 'health'})",2
3999,"frozenset({'face', 'challenge'})",2
4001,"frozenset({'today', 'time'})",2
8106,"frozenset({'time', 'month'})",2
8105,"frozenset({'month', 'work'})",2
7411,"frozenset({'rate', 'fatality'})",2
10966,"frozenset({'today', 'know'})",2
8097,"frozenset({'first', 'week'})",2
3985,"frozenset({'vaccine', 'need'})",2
4552,"frozenset({'report', 'two'})",2
11538,"frozenset({'one', 'loved'})",2
3911,"frozenset({'use', 'vaccine'})",2
4486,"frozenset({'take', 'let'})",2
4480,"frozenset({'football', 'college'})",2
3932,"frozenset({'president', 'vaccine'})",2
4508,"frozenset({'lockdown', 'zealand'})",2
7525,"frozenset({'day', 'trump'})",2
11389,"frozenset({'election', 'trump'})",2
4470,"frozenset({'news', 'week'})",2
7478,"frozenset({'critical', 'care'})",2
10849,"frozenset({'rate', 'day'})",2
3905,"frozenset({'vaccine', 'approve'})",2
14444,"frozenset({'earth', 'country'})",2
14443,"frozenset({'state', 'country'})",2
4534,"frozenset({'day', 'international'})",2
10853,"frozenset({'high', 'since'})",2
7444,"frozenset({'lockdown', 'state'})",2
10850,"frozenset({'rate', 'county'})",2
7587,"frozenset({'immunity', 'herd'})",2
3852,"frozenset({'russia', 'world'})",2
4010,"frozenset({'need', 'support'})",2
4606,"frozenset({'transmission', 'community'})",2
4042,"frozenset({'night', 'last'})",2
7377,"frozenset({'become', 'country'})",2
3827,"frozenset({'vaccine', 'claim'})",2
4050,"frozenset({'virus', 'dr'})",2
11301,"frozenset({'parent', 'kid'})",2
10802,"frozenset({'need', 'job'})",2
4604,"frozenset({'day', 'transmission'})",2
14328,"frozenset({'mask', 'also'})",2
14385,"frozenset({'report', 'increase'})",2
469,"frozenset({'something', 'say'})",2
14325,"frozenset({'also', 'take'})",2
4617,"frozenset({'day', 'newzealand'})",2
460,"frozenset({'amid', 'wemerry'})",2
11021,"frozenset({'place', 'take'})",2
14314,"frozenset({'help', 'community'})",2
802,"frozenset({'victoria', 'melbourne'})",2
4041,"frozenset({'odisha', 'high'})",2
3830,"frozenset({'claim', 'russia'})",2
8058,"frozenset({'prepare', 'school'})",2
748,"frozenset({'spike', 'big'})",2
8092,"frozenset({'first', 'say'})",2
8090,"frozenset({'mask', 'today'})",2
14383,"frozenset({'one', 'report'})",2
10969,"frozenset({'american', 'day'})",2
10971,"frozenset({'american', 'week'})",2
14381,"frozenset({'virus', 'report'})",2
14374,"frozenset({'vaccine', 'development'})",2
8268,"frozenset({'mask', 'child'})",2
4580,"frozenset({'transmission', 'zealand'})",2
8274,"frozenset({'learn', 'help'})",2
4582,"frozenset({'treat', 'patient'})",2
4030,"frozenset({'may', 'lord'})",2
3837,"frozenset({'vaccine', 'health'})",2
3836,"frozenset({'alert', 'level'})",2
3835,"frozenset({'russia', 'say'})",2
4179,"frozenset({'community', 'zealand'})",2
7311,"frozenset({'report', 'patient'})",2
962,"frozenset({'virus', 'die'})",2
4190,"frozenset({'day', 'nz'})",2
11652,"frozenset({'today', 'discuss'})",2
92,"frozenset({'first', 'news'})",2
4236,"frozenset({'record', 'lakh'})",2
14810,"frozenset({'first', 'give'})",2
4211,"frozenset({'would', 'trump'})",2
54,"frozenset({'record', 'last'})",2
14835,"frozenset({'time', 'give'})",2
9,"frozenset({'rate', 'country'})",2
68,"frozenset({'thing', 'right'})",2
87,"frozenset({'year', 'report'})",2
10675,"frozenset({'please', 'realdonaldtrump'})",2
953,"frozenset({'begin', 'since'})",2
25,"frozenset({'lockdown', 'complete'})",2
